00:00:21.016375,I,530189fe56ffdefda8fed940
00:00:21.016437,I,b2014ffe0affe7fdd1feaf40
00:00:21.017062,I,320182fe50fff1fdf5fe0141
00:00:21.017625,I,9f017cfe17ffe8fdeefeec40
00:00:21.018250,I,1f0169fe3dff10febafece40
00:00:21.018812,I,7301a9fe3dff1cfecffecc40
00:00:21.019375,I,19013cfe36ff0ffebafeac40
00:00:21.020000,I,66019cfe3dff41fef8fe9e40
00:00:21.020562,I,2c0156fe43ff05fee8fecf40
00:00:21.021187,I,730142fe7dff13fe96febc40
00:00:21.021750,I,460142fe23ff2bfeeefecd40
00:00:21.022375,I,260169fe2afffcfd2dfff940
00:00:21.022937,I,330169fe5dffe6fdbbfeb240
00:00:21.023562,I,460176fe2affe7fdbefee240
00:00:21.024125,I,530116febdfeeefddefea740
00:00:21.024750,I,cc0029fe1dff26fe9afee040
00:00:21.025312,I,3f0183fe4affedfdf2fed440
00:00:21.025937,I,2c0176feeafeedfde2fec240
00:00:21.026500,I,1f0196fe70ff25feb2fe8140
00:00:21.027125,I,5f014ffe5dff11feecfe9d40
00:00:21.027687,I,5f0156fe10ff10fe28fff540
00:00:21.028312,I,39019cfe50ff23fec7fec840
00:00:21.028875,I,3f012ffe36ffa1fd9bfeae40
00:00:21.029500,I,4c01b5fe69ffe8fdd8fed840
00:00:21.030062,I,0d0149fe3dffe4fd86feb040
00:00:21.030687,I,730182fe04fffdfde9feac40
00:00:21.031250,I,2c017cfe83fffefd12ffc540
00:00:21.031875,I,530176fe3dfff0fdc9fea840
00:00:21.032437,I,79014ffe4aff1cfeccfe8040
00:00:21.033062,I,39019cfe4aff09fec3fed340
00:00:21.033625,I,4c014ffe56ffcbfddbfe0741
00:00:21.034250,I,20018ffe37ff0cfeaafecd40
00:00:21.034812,I,6d015cfe4aff02fedffeb240
00:00:21.035437,I,66015cfe70ffeefde1fec740
00:00:21.036000,I,2c0162fe6affecfde3fef240
00:00:21.036625,I,4c0182fe3dff27fed7fe9d40
00:00:21.037187,I,e600a9fe2affd6fdc4fee340
00:00:21.037812,I,600149fe43ff3bfecffec040
00:00:21.038375,I,6c015cfe4aff00feeefec840
00:00:21.039000,I,f3008ffe5dffe7fdcffef840
00:00:21.039562,I,8c0129fe30ffedfde0fec040
00:00:21.040187,I,2601affe5dffe2fdc4fe8e40
00:00:21.040750,I,5f0176fe1dff3afefbfee940
00:00:21.041375,I,5901bcfe43ff1efef1fefd40
00:00:21.041937,I,f2008ffe7dfff8fde2fedc40
00:00:21.042562,I,660155fe37ff29fec6febb40
00:00:21.043125,I,39016ffe17ffeafddffea440
00:00:21.043750,I,ff0089fe89ffeefddafebb40
00:00:21.044312,I,46015cfe2aff10fe8cfea440
00:00:21.044937,I,40018ffe83fffbfde7fe8a40
00:00:21.045500,I,200169fe2aff0dfef1fec240
00:00:21.046125,I,53018ffe37ff1cfedbfe5b40
00:00:21.046687,I,2c0175fe30ff18fef6fe5c40
00:00:21.047312,I,06019cfe2affa4fddbfe9a40
00:00:21.047875,I,4c012ffe3dffc5fdd2fec740
00:00:21.048500,I,660169fe70ffd6fdabfee140
00:00:21.049062,I,190176fe0affd6fdb9fee640
00:00:21.049687,I,26017cfe50fffafdd9fecd40
00:00:21.050250,I,0c0183fe43ffb9fde4fed540
00:00:21.050875,I,93019cfe76ff0cfeecfe0141
00:00:21.051437,I,660162fef7fe05feddfefa40
00:00:21.052062,I,930176fe63fff4fdf2feb040
00:00:21.052625,I,6c018ffe23ff09fea6fefc40
00:00:21.053250,I,460163fe43ff1efebcfed240
00:00:21.053812,I,73018ffe2aff1dfeb0fe9e40
00:00:21.054437,I,99012ffe2affeefdfefed540
00:00:21.055000,I,f9004ffe50ff2efef1fec440
00:00:21.055625,I,3301a9fe3dffc0fddefe1d40
00:00:21.056187,I,93016ffe3dffaffdbefeca40
00:00:21.056812,I,59017cfe5dff02fec5fef740
00:00:21.057375,I,130169fe6affc1fd97fef93f
00:00:21.058000,I,660135fe30ffc8fd1cffa440
00:00:21.058562,I,0c01a3fe76ff6efe24fffa40
00:00:21.059187,I,2c014ffe6aff22fe92fe3740
00:00:21.059750,I,5f0163fe10ffc7fd94fe8240
00:00:21.060375,I,80015cfe7dff20fef7fe4841
00:00:21.060937,I,0c018ffe56ff19fe9afe7c40
00:00:21.061562,I,79012ffe0aff09fecefe9840
00:00:21.062125,I,5f017cfe7dff48fe2aff9341
00:00:21.062749,I,3f017cfe23ff15fecdfe6140
00:00:21.063312,I,5f01c3fe9dffdcfdcffe5d40
00:00:21.063937,I,1f0135fe17fff6fd31ff6a41
00:00:21.064499,I,060196fe5dff02feb1feb640
00:00:21.065062,I,260189fe17ff24feabfe3940
00:00:21.065687,I,7f012ffe30ff3efe15ff0a41
00:00:21.066250,I,1f01a9fe5dff1efe8ffe9540
00:00:21.066875,I,86014ffe2aff17fec8fe1740
00:00:21.067437,I,3f0196fe50ff5efe0effbe40
00:00:21.068062,I,0c01a3fe30ff06fec2fea040
00:00:21.068625,I,39017cfe50ffd4fd9ffe3d40
00:00:21.069250,I,f9008ffe3dfff4fdedfec940
00:00:21.069812,I,6c0176fe1dff01fe96fecf40
00:00:21.070437,I,860189fe43ff2bfedafea040
00:00:21.071000,I,2c013cfe63ff31fe20ffa740
00:00:21.071625,I,6601b6fe4affd4fdfdfeb540
00:00:21.072187,I,860169fe37fff6fdfafeee40
00:00:21.072812,I,df008ffe6aff0bfeecfeda40
00:00:21.073375,I,390196fe5dfffbfdbdfebf40
00:00:21.074000,I,f90062fe30ff23fec2fe6440
00:00:21.074562,I,5901a3fe2aff2bfed8feb640
00:00:21.075187,I,39015cfe30ff01fee8fee140
00:00:21.075750,I,4c0163fe1dfffafdbcfeb940
00:00:21.076375,I,2601c9fe3dff02fef2febd40
00:00:21.076937,I,ac0183fe2affeafdcffed340
00:00:21.077562,I,5301affe83ffd8fd91feb840
00:00:21.078125,I,73013cfe6aff0afec0fecc40
00:00:21.078750,I,1f017cfe5dfff8fdd1fe7d40
00:00:21.079312,I,f30063fe1dff0afef9fe8840
00:00:21.079937,I,19015cfe50ff57feccfebd40
00:00:21.080500,I,2c0176fe56fff3fdd6fe8c40
00:00:21.081125,I,df00c3fe83ffe4fdddfeaa40
00:00:21.081687,I,5f014ffe1dffdafdfcfeac40
00:00:21.082312,I,860135fe23ff0dfec7fe9e40
00:00:21.082875,I,060176fe36ff0ffeb3fec340
00:00:21.083500,I,46017cfe17ff1afecefe2641
00:00:21.084062,I,330196fe50ff1ffeccfec940
00:00:21.084687,I,52018ffe24fff5fdc4fe4c40
00:00:21.085250,I,660142fe30ffd8fdfffed940
00:00:21.085875,I,4c016ffe50ff20feb0fe1641
00:00:21.086437,I,39018ffe23ff26fedbfe2340
00:00:21.087062,I,6001c9fe30fffffdc2fee540
00:00:21.087625,I,f900bcfe70ffbcfdeafee540
00:00:21.088250,I,1f0162fe3dffe5fdb6fe6840
00:00:21.088812,I,1f017cfe36ff20fed1feb940
00:00:21.089437,I,120196fe3dff13fedcfec840
00:00:21.090000,I,33019cfe31ff2bfee0fe5440
00:00:21.090625,I,800155fe50fff7fde3fe8440
00:00:21.091187,I,530182fe70ff00fe12ffbf40
00:00:21.091812,I,6c0122fe3dff2afedcfec640
00:00:21.092375,I,ff0083fe5dff36fed8fe8340
00:00:21.093000,I,79013cfe56fffefdc0feda40
00:00:21.093562,I,bf008ffe30ffdafdfdfeeb40
00:00:21.094187,I,860129fe17ffcafdc7feea40
00:00:21.094750,I,1301b6fe37ff4dfec0fea840
